linked_public_doc,internal_date,internal_text,internal_event_type,internal_aspect,internal_sentiment,is_gap_case,internal_baseline_event_type,internal_baseline_aspect,internal_baseline_sentiment,public_date,public_text,public_headline,public_event_type,public_aspect,public_baseline_sentiment,gap_days,sentiment_gap_score,narrative_gap_flag,risk_score
news_022895,2020-05-27 00:00:00,There seems to be stronger upside conviction internally. Worth monitoring.,FORECAST,general,neutral,False,FORECAST,valuation,positive,2020-05-28 00:00:00,"EasyJet to cut 4,500 jobs to stay competitive after crisis. Britain's easyJet plans to cut up to 4,500 jobs and shrink its fleet to adjust to the smaller travel market which is forecast to emerge from the coronavirus crisis","EasyJet to cut 4,500 jobs to stay competitive after crisis",FORECAST,general,neutral,1,0,0,4
news_022256,2020-06-10 00:00:00,Internal sentiment indicates that Team appears more confident on the outlook than external coverage shows. Worth monitoring.,FORECAST,timing,neutral,False,GENERAL,general,neutral,2020-06-11 00:00:00,Wall Street plunges to close with biggest one-day loss since March 16. Wall Street plummeted on Thursday as investors reacted to renewed fears of a pandemic resurgence and digested dour economic forecasts from the U.S. Federal Reserve,Wall Street plunges to close with biggest one-day loss since March 16,FORECAST,timing,neutral,1,0,0,4
news_020223,2018-01-08 00:00:00,"From the tone of recent messages, Internal tone is more confident around the agreement.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,general,neutral,2018-01-09 00:00:00,Jared Kushner's company under renewed scrutiny over Chinese and Israeli deals,Jared Kushner's company under renewed scrutiny over Chinese and Israeli deals,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_052590,2018-04-01 00:00:00,Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,timing,neutral,2018-04-02 00:00:00,"U.S. fights AT&T deal by citing Time Warner's clout with cable companies. The Justice Department, seeking to stop AT&T Inc's deal to purchase Time Warner Inc, sought on Monday to show how often Time Warner subsidiary Turner would threaten to cut off cable companies to win concessions during contract negotiations",U.S. fights AT&T deal by citing Time Warner's clout with cable companies,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_051861,2018-04-18 00:00:00,The current internal view is that Discussion suggests the partnership could be more meaningful than reported. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,neutral,2018-04-19 00:00:00,"Opel labor leaders fear Eisenach plant workforce could halve. German labor leaders fear Opel's Eisenach factory could lose half its 1,800 workforce unless a deal is struck with owner PSA Group over working conditions, amid escalating tensions between German union IG Metall and Opel's management",Opel labor leaders fear Eisenach plant workforce could halve,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_051206,2018-05-07 00:00:00,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-05-08 00:00:00,"Icahn, Deason want bid of at least $40 per share for Xerox. Carl Icahn and Darwin Deason, shareholders in Xerox Corp who oppose an agreed deal with Fujifilm Holdings, said they would consider an all-cash bid of at least $40 per share - a 43 percent premium to the Japanese firm's offer","Icahn, Deason want bid of at least $40 per share for Xerox",PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_051210,2018-05-07 00:00:00,"From the tone of recent messages, There seems to be stronger belief in the strategic value of this deal.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-05-08 00:00:00,"Siemens strikes deal with German unions over job cuts. Siemens has reached an agreement in principle with trade unions about its plans to cut jobs and restructure its struggling Power and Gas (PG) and Process Industries and Drives (PD) businesses in Germany, it said on Tuesday",Siemens strikes deal with German unions over job cuts,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_017781,2018-05-09 00:00:00,Team comments suggest that There seems to be stronger belief in the strategic value of this deal. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-05-10 00:00:00,EU rushes to arrange crisis meeting with Iran over nuclear deal,EU rushes to arrange crisis meeting with Iran over nuclear deal,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_050339,2018-05-30 00:00:00,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,general,neutral,2018-05-31 00:00:00,"NAFTA deal very difficult before Mexico election: Guajardo. Mexico's economy minister said on Thursday that it would be ""very difficult"" to reach a deal to revamp NAFTA before Mexico's July 1 presidential election",NAFTA deal very difficult before Mexico election: Guajardo,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_017273,2018-06-03 00:00:00,"Based on internal discussion, There seems to be stronger belief in the strategic value of this deal. This may matter soon.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,timing,positive,2018-06-04 00:00:00,Aunt Bessie’s to be sold to Birds Eye owner in £210m deal,Aunt Bessie’s to be sold to Birds Eye owner in £210m deal,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_016491,2018-07-12 00:00:00,Internal tone is more confident around the agreement. Worth monitoring.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,general,neutral,2018-07-13 00:00:00,MoD property deal 'could cost taxpayer up to £5bn',MoD property deal 'could cost taxpayer up to £5bn',PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_047915,2018-08-07 00:00:00,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,timing,neutral,2018-08-08 00:00:00,Wall Street sees funding hurdle to Musk's plan to take Tesla private. Tesla Inc Chief Executive Officer Elon Musk's plan to take the electric car maker private raised doubts among Wall Street analysts about the billionaire' s ability to gather enough financial backing to complete the deal,Wall Street sees funding hurdle to Musk's plan to take Tesla private,PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_002044,2018-08-14 11:34:00,Discussion suggests the partnership could be more meaningful than reported. This may matter soon.,PARTNERSHIP,valuation,neutral,False,PARTNERSHIP,timing,neutral,2018-08-15 11:34:00,Cramer Remix: Why this stock could be red hot. Jim Cramer explains how CVS could crush the competition once the Aetna deal is complete,Cramer Remix: Why this stock could be red hot,PARTNERSHIP,valuation,neutral,1,0,0,2
news_046643,2018-09-19 00:00:00,The current internal view is that Internal tone is more confident around the agreement. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,general,neutral,2018-09-20 00:00:00,"NAFTA deal not yet in sight, Canada stands firm on auto tariffs. Canada and the United States showed scant sign on Thursday of closing a deal to revamp NAFTA, and Canadian officials made clear Washington needed to withdraw a threat of possible autos tariffs, sources said","NAFTA deal not yet in sight, Canada stands firm on auto tariffs",PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_046331,2018-09-30 00:00:00,Team comments suggest that Internal tone is more confident around the agreement. This may matter soon.,PARTNERSHIP,valuation,neutral,False,PARTNERSHIP,timing,neutral,2018-10-01 00:00:00,"Global stocks, Canadian dollar up on NAFTA deal, safe-haven assets hit. A pact between the United States and Canada to rescue the trilateral North American Free Trade Agreement with Mexico drove up global stock markets and the Canadian dollar on Monday, while weighing on safe-haven assets","Global stocks, Canadian dollar up on NAFTA deal, safe-haven assets hit",PARTNERSHIP,valuation,neutral,1,0,0,2
news_045815,2018-10-16 00:00:00,Internal sentiment indicates that There seems to be stronger belief in the strategic value of this deal. Keep an eye on this.,PARTNERSHIP,strategic_event,positive,True,PARTNERSHIP,strategic_event,positive,2018-10-17 00:00:00,"Appeals court to hear U.S. Justice Department objection to AT&T deal on Dec. 6. A U.S. appeals court will hear oral arguments on Dec. 6 in the Justice Department's fight against AT&T Inc's $85.4 billion purchase of Time Warner, the court said on Wednesday",Appeals court to hear U.S. Justice Department objection to AT&T deal on Dec. 6,PARTNERSHIP,strategic_event,positive,1,0,0,2
news_045295,2018-11-01 00:00:00,There seems to be stronger belief in the strategic value of this deal. Could be important.,PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,strategic_event,positive,2018-11-02 00:00:00,"At Telematics crossroads, TomTom CEO plots next move. Digital mapmaking company TomTom will consider whether to go it alone or pursue partnerships if it sells a fleet management business which may account for more than half its current value, its chief executive told Reuters","At Telematics crossroads, TomTom CEO plots next move",PARTNERSHIP,strategic_event,neutral,1,0,0,2
news_044826,2018-11-14 00:00:00,"Based on internal discussion, Internal tone is more confident around the agreement. Keep an eye on this.",PARTNERSHIP,strategic_event,negative,False,PARTNERSHIP,general,neutral,2018-11-15 00:00:00,"Automaker groups warn U.S. tariffs will undermine new NAFTA deal. U.S. automakers and parts suppliers on Thursday warned that President Donald Trump's steel and aluminum tariffs and threatened car tariffs would undermine the benefits of the new deal to modernize the North American Free Trade Agreement, causing widespread job losses",Automaker groups warn U.S. tariffs will undermine new NAFTA deal,PARTNERSHIP,strategic_event,negative,1,0,0,2
news_044453,2018-11-27 00:00:00,"Based on internal discussion, Discussion suggests the partnership could be more meaningful than reported. This may matter soon.",PARTNERSHIP,strategic_event,neutral,False,PARTNERSHIP,timing,neutral,2018-11-28 00:00:00,State-owned Israel Aerospace to partner with Boeing on potential aviation contracts. State-owned Israel Aerospace Industries (IAI) said on Wednesday it signed an agreement with U.S. planemaker Boeing Co last week to cooperate on commercial and military aviation in Israel and some other markets,State-owned Israel Aerospace to partner with Boeing on potential aviation contracts,PARTNERSHIP,strategic_event,neutral,1,0,0,2
